Su,Nu,Lu (km),Cl (km),Lur,Rb,ρ,Lb,A (sq. km),P (km),Ff,Re,Rc,Cc,Rt,Rf,Rw,Fs,Dd,C,Di,If,Lg (km),H (km),S (°),Rh,Rn,M,FFR
4,39,43.649,12.795,1.9245271900756487,3.1666666666666665,1.731387258425051,13.875,26.255,29.146,0.136378540702865,0.41670439291680345,0.3883863566802058,1.6160105175208694,0.9606807109037261,0.4389967748576134,0.9221621621621622,1.4854313464102076,1.6625023804989527,0.6015028981190863,0.8934912598226763,2.4695331494747346,0.30075144905954315,2.372,25.4,0.054342596623061235,3.9434556465435158,0.4629229088099307,nT
3,69,98.64,16.072,2.1480335552407803,8.333333333333334,3.4082555816645765,17.622,66.886,38.848,0.2153896500722927,0.5236817926935325,0.5569391637839647,1.349498128249581,1.441515650741351,0.4137149917627677,0.9120417659743502,1.03160601620668,1.4747480788206802,0.6780819140308191,0.6995133819951337,1.5213589905006568,0.33904095701540954,2.226,31.208,0.0225669099756691,3.282789223454834,0.2721808385518751,nT
4,64,115.123,17.819,2.3466001607944036,4.033333333333333,1.5654130200572374,18.455,67.933,42.63,0.19945856716062516,0.503942988090044,0.46974264914680625,1.4694207536325918,1.1963406052076002,0.4179920243959652,0.9655377946356002,0.9421047208278744,1.694655027747928,0.5900905987509013,0.5559271387993711,1.5965425018160155,0.2950452993754506,2.47,23.64,0.02145531301303823,4.185797918537382,0.2996791693654123,nT
3,43,55.212,11.622,2.9434582789319634,6.0,5.40411637151947,13.651,36.494,30.63,0.19583600199283283,0.4993457139298473,0.48880691164128093,1.4404808752178901,1.1753183153770814,0.3794319294809011,0.8513662002783678,1.1782758809667342,1.5129062311612869,0.6609794972107512,0.7788161993769469,1.782620922341627,0.3304897486053756,1.412,26.32,0.025574150546982536,2.136223598399737,0.23373511483620005,nT
3,27,25.345,9.84,2.1096276990031066,4.666666666666667,4.469435306196578,9.894,17.155,20.686,0.1752455143175432,0.47236587394364987,0.503787683465851,1.4189019739002486,0.9668374746205163,0.475684037513294,0.9945421467556095,1.5738851646750218,1.4774118332847566,0.6768593410929178,1.0652988755178536,2.325276566522205,0.3384296705464589,2.337,32.57,0.09220753600315645,3.4527114543864763,0.5642393248780624,nT
3,28,28.963,7.11,2.6490751785075815,4.75,2.027347346912963,7.714,16.047,17.802,0.26967120984315546,0.5859659106542631,0.6363061535956982,1.2625340628846877,1.1796427367711493,0.3993933265925177,0.9217008037334716,1.7448744313578861,1.804885648407802,0.5540517211614819,0.9667506819044989,3.149298819431573,0.27702586058074097,1.406,21.027,0.048544694955633044,2.5376692216613694,0.3509848689955878,nT
2,12,10.524,5.121,0.7861842105263157,5.0,6.359832635983264,5.672,6.662,13.183,0.20707715230931747,0.513477184625928,0.4817103617361884,1.451052653197933,0.758552681483729,0.3884548281878177,0.9028561354019747,1.8012608826178325,1.579705794055839,0.6330292664386166,1.1402508551881414,2.8454622528775246,0.3165146332193083,1.21,25.52,0.11497529456480426,1.9114440108075652,0.46879509189701496,nT
4,108,142.908,16.459,2.27329104656842,4.41919191919192,1.9238006947487105,18.173,76.937,46.024,0.23296034173338503,0.5446230985277462,0.45643232064647804,1.490692171719387,1.7164957413523378,0.35761776464453326,0.9056842568645794,1.40374592198812,1.8574677983285024,0.5383673412265234,0.755730959778319,2.607412847127887,0.2691836706132617,1.372,18.969,0.009600582192739387,2.5484458193067057,0.15641791314295525,nT
4,42,65.123,16.726,2.2466375236950435,3.357142857142857,3.217941258069212,16.385,38.18,38.325,0.14221422293085145,0.42552646505163727,0.3266490963065539,1.7621198165021863,0.8349641226353555,0.4364253098499673,1.0208117180347878,1.1000523834468308,1.705683603981142,0.5862752023094758,0.6449334336563118,1.8763413139656355,0.2931376011547379,1.404,18.98,0.021559203353653852,2.3947797799895234,0.22722135521119613,nT
3,14,9.866,3.804,1.8583757010854216,3.75,1.5785146627251887,4.392,7.04,10.767,0.36496229275947983,0.6816776536447278,0.7631204591063064,1.152868086290301,1.021640196897929,0.353301755363611,0.8661202185792348,1.9886363636363635,1.4014204545454545,0.7135617271437259,1.4190147982971821,2.7869156766528924,0.356780863571863,0.879,28.14,0.08909385769308738,1.2318485795454546,0.3312855898548178,nT
4,85,107.932,16.756,1.8006652378436419,3.9852941176470593,2.4276528746179005,18.405,94.993,47.294,0.28042708649990206,0.5975373259860369,0.5336903786348128,1.3785784300809383,1.3320928659026516,0.3542944136676957,0.9104047813094267,0.8948027749413116,1.1362100365290075,0.880118963792017,0.7875328910795686,1.0166838936023248,0.4400594818960086,1.578,28.471,0.014620316495571287,1.792939437642774,0.16190534900283235,nT
3,14,14.71,7.287,2.7012484754272887,3.75,4.168976537111891,8.407,12.767,18.372,0.18063702147195076,0.4795771043130212,0.47531973783291626,1.4607747094818408,0.5987372087959939,0.3966361854996734,0.8667776852622814,1.0965771128691157,1.1521892378789067,0.8679129843643779,0.9517335146159075,1.2634643479521184,0.43395649218218896,1.44,27.526,0.09789259007477906,1.6591525025456255,0.4030120789793313,nT
3,29,31.96,9.842,1.9574737704542535,5.666666666666667,2.508592898433728,10.735,22.528,23.552,0.19548729621102356,0.4989009481141838,0.5103603377464515,1.4097357316139403,1.0614809782608696,0.41788383152173914,0.9168141592920355,1.2872869318181819,1.4186789772727273,0.7048811013767209,0.9073842302878599,1.8262469078883652,0.35244055068836044,1.743,28.294,0.0545369211514393,2.472757457386364,0.3672282375854472,nT
4,29,28.558,8.931,2.4463996845736546,3.1666666666666665,1.1740296827225125,9.68,15.334,22.449,0.1636457550713749,0.45646494573506885,0.3823590052381877,1.6286977792342214,0.979999109091719,0.3978350928771882,0.9226239669421487,1.8912221207773576,1.8623972870744752,0.536942362910568,1.01547727431893,3.5222069469909862,0.268471181455284,0.177,13.574,0.006197913019118985,0.32964431981218206,0.04520073916920547,nT
3,25,54.293,12.977,2.9404450645878355,4.5,3.2856363821732315,14.958,42.938,36.069,0.19190873993466862,0.49431345992711573,0.41474720886900573,1.5638115978983453,0.55449277773157,0.3597826388311292,0.8675625083567322,0.5822348502491965,1.264451068983185,0.7908570165583041,0.4604645166043505,0.7362074787968611,0.39542850827915205,1.287,16.745,0.023704713314791962,1.627348525781359,0.19640730706085366,nT
3,26,22.672,9.703,1.370530925866838,4.625,4.9067361211836795,10.968,22.132,23.842,0.18397795110874898,0.4839917382673093,0.4892661367680695,1.439804698943005,0.8807985907222549,0.40697089170371614,0.8846644784828592,1.174769564431592,1.0243990601843485,0.976182074805928,1.1467889908256879,1.2034328377368992,0.488091037402964,0.763,24.432,0.03365384615384615,0.7816164829206579,0.16218631529053903,nT
3,34,36.548,10.415,1.787999706165576,5.3,3.067943375842885,11.422,32.199,25.512,0.24680734059100265,0.5605754774973523,0.6216747603802119,1.2773048108770209,1.0975227343994982,0.40823925995609905,0.9118368061635439,1.0559334140811827,1.1350663064070314,0.8810058005910035,0.9302834628433839,1.1985544401328945,0.44050290029550176,0.996,25.848,0.027251833205647367,1.1305260411814033,0.1755246623951074,nT
3,47,45.896,12.688,2.547983733705693,6.333333333333334,5.944565622118801,14.551,41.422,32.636,0.19563447215420618,0.499088715821271,0.48870533428548063,1.4406305693441348,1.2256403971074885,0.3887731339624954,0.8719675623668477,1.1346627396069722,1.108010236106417,0.9025187380163847,1.0240543838242984,1.2572179300130752,0.4512593690081924,2.169,23.039,0.04725902039393411,2.4032742021148183,0.33701095609780984,nT
4,31,35.838,9.755,2.502038334744411,3.033333333333333,1.445701546047094,11.277,16.39,23.552,0.1288818592838294,0.4050894714000405,0.3713070816612367,1.6527590716639724,0.9765625,0.41418987771739135,0.8650350270462004,1.8913971934106162,2.1865771812080537,0.45733578882750153,0.8650036274345666,4.135685943712609,0.22866789441375077,1.768,17.562,0.04933311010659077,3.8658684563758388,0.43670964520604,nT
4,47,43.678,8.649,2.067176599083217,3.2592592592592595,1.8180679489652536,9.616,27.307,25.302,0.295314710507446,0.6131935808210136,0.5360115543954052,1.3755902532270479,1.3437672911232315,0.34183068532131844,0.8994384359400998,1.721170395869191,1.5995166074632878,0.6251888822748294,1.0760565959979853,2.7530406324669325,0.31259444113741475,1.93,31.071,0.04418700489949173,3.0870670524041453,0.3693348710447491,nT
3,13,13.647,7.014,1.4370174154111326,3.5,1.9889740048121047,8.121,11.064,17.239,0.16776182660605224,0.46216987324124587,0.46784058263278644,1.4724047839633079,0.5800800510470445,0.406868147804397,0.8636867380864426,1.1749819233550254,1.2334598698481563,0.8107276324466915,0.9525903128892796,1.449293050255426,0.4053638162233458,0.959,20.03,0.07027185462006301,1.182888015184382,0.2883118704369485,nT
4,135,133.971,23.281,1.981773385748134,4.754545454545455,3.8613038271265876,24.904,84.876,54.309,0.13685059462257332,0.4174249498939678,0.3616189292253971,1.6747523188818172,1.9702075162496089,0.4286766465963284,0.9348297462255059,1.5905556341015128,1.5784320656015833,0.633540094498063,1.0076807667330991,2.510584014989087,0.3167700472490315,0.534,15.463,0.003985937255077591,0.8428827230312456,0.057962726362650416,nT
3,27,36.531,11.979,1.7223949136941215,4.6,3.5404939153343675,12.832,15.807,25.515,0.09599768308343852,0.3496112788580879,0.30511824097689183,1.8232326091296964,0.823045267489712,0.4694885361552028,0.9335255610972567,1.708104004554944,2.311064718162839,0.4327009936766035,0.73909830007391,3.9475388998795884,0.21635049683830174,1.387,16.097,0.037967753414907886,3.2054467640918576,0.34886044820766665,nT
2,6,10.422,8.277,0.3876165113182424,5.0,12.899347303332187,9.368,7.977,15.868,0.09089622101439498,0.34019503679876784,0.39811182038949167,1.596149732631936,0.3150995714645828,0.5216158306024703,0.8835397096498718,0.752162467092892,1.3065062053403536,0.7654001151410478,0.5757052389176741,0.9827049306809729,0.3827000575705239,0.502,10.477,0.04816733832277873,0.6558661150808575,0.17773948649511226,nT
3,52,81.402,17.799,2.2304204548306092,6.642857142857142,3.211200355668278,19.019,69.559,41.689,0.1922994193881202,0.4948163550192801,0.5029447027576273,1.42009057993196,1.055434287222049,0.4269471563242102,0.9358536200641464,0.7475668137839819,1.170258341839302,0.8545121741480552,0.6388049433674847,0.874846299912933,0.4272560870740276,1.764,26.36,0.021670229232696986,2.0643357150045287,0.2115056220467711,nT
4,29,28.342,7.286,2.6787722646000645,2.9,1.6175479080525714,8.073,19.388,19.797,0.2974836531673869,0.6154412653738753,0.6216473818623979,1.2773329380183096,1.0607667828458858,0.36803556094357726,0.9025145546884676,1.4957705797400453,1.4618320610687021,0.6840731070496084,1.0232164279161668,2.186565389467318,0.3420365535248042,1.53,29.82,0.05398348740385294,2.2366030534351142,0.34747608948319525,nT
4,32,22.841,5.236,2.1984450417374415,3.1,1.6619876248349235,6.29,14.138,16.973,0.35734415796138413,0.6745255465855411,0.6167094721801597,1.2824364589833068,1.4140104872444472,0.3084899546338302,0.8324324324324324,2.263403593153204,1.6155750459753855,0.6189746508471609,1.4009894487982137,3.6566983640693405,0.3094873254235804,1.121,20.226,0.04907841162821242,1.8110596265384071,0.29813408029691707,nT
2,4,12.088,7.017,6.107964601769911,3.0,0.49116198203419303,9.441,15.118,20.256,0.16961269147214694,0.4647123691825967,0.4630168844416517,1.4800546494595062,0.1481042654028436,0.3464158767772512,0.7432475373371464,0.2645852626008731,0.7995766635798386,1.25066181336863,0.3309066843150231,0.21155620150280158,0.6253309066843151,0.951,16.236,0.07867306419589676,0.7603974070644265,0.244586986612888,nT
3,8,16.639,7.898,2.2096064985678865,2.25,1.1441013479933464,9.994,19.977,22.095,0.20000993992433086,0.5046390441214019,0.514223738977035,1.404430022531179,0.22629554197782306,0.3574564381081693,0.7902741644986992,0.4004605296090504,0.8329078440206237,1.2006130176092313,0.48079812488731294,0.33354671633203126,0.6003065088046157,0.963,16.728,0.0578760742833103,0.8020902537918606,0.21545726980164057,nT
3,29,91.379,31.111,3.092349924301201,4.8,6.9417831453333845,32.256,100.153,73.926,0.09625935380300847,0.3500874402383546,0.23029229662013911,2.0986328195099437,0.3111219327435544,0.4208397586775965,0.9645027281746031,0.28955697782392936,0.9123940371232016,1.0960176845883627,0.31735956839098695,0.26419005997396827,0.5480088422941813,2.076,16.99,0.02271856772343755,1.8941300210677665,0.20744136800702084,nT
5,124,533.626,63.23,2.4457758186835488,3.206168831168831,1.4566991333804986,66.841,515.195,155.265,0.11531498905738885,0.3831756831644853,0.26855569610430996,1.943385605428606,0.5925353428010177,0.4072392361446559,0.9459762720485929,0.24068556565960458,1.035774803715098,0.9654608283704319,0.2323724855985278,0.24929604452813428,0.48273041418521595,2.25,10.845,0.0042164362306184484,2.3304933083589705,0.09912808088820552,nT
3,36,84.261,36.109,1.697073971903997,5.5,4.79521017357994,39.157,121.493,82.337,0.07923780454496916,0.31762982571643106,0.225201377074213,2.122221181414131,0.34006582702794613,0.43855131957686094,0.922159511709273,0.29631336784835344,0.6935461302297251,1.4418651570714804,0.42724392067504546,0.20550698960656258,0.7209325785357401,2.124,18.809,0.02520739131982768,1.4730919806079361,0.19269874417152869,nT
2,6,26.589,19.4,1.0368469434656045,5.0,4.822312523088289,21.81,29.393,40.854,0.06179204715141249,0.28049256315153553,0.2213016283743285,2.1408382762971625,0.12238703676506585,0.47486170264845545,0.8895002292526364,0.2041302350899874,0.9046031368012791,1.1054571439317011,0.2256572266726842,0.18465685097838513,0.5527285719658506,1.97,15.25,0.07409078942419797,1.7820681794985198,0.36336598386033425,nT
5,132,371.352,66.906,1.9337381739731785,3.4972222222222222,2.5766312147488155,70.369,562.153,148.112,0.11352506882805025,0.38019022469108105,0.3220207846736499,1.7747378587066263,0.7156746246084045,0.4517257210759426,0.9507879890292601,0.23481151928389601,0.6605888432508586,1.5138009220362354,0.35545789439669107,0.15511386990572557,0.7569004610181177,3.442,24.74,0.009268833882677354,2.2737467984694555,0.14517224723163463,nT
2,9,23.183,10.146,1.7202534616287257,8.0,4.650477489768076,12.51,30.514,32.567,0.19497751119647846,0.4982500151423976,0.3615376223798388,1.6749406273243674,0.24564743451960575,0.31154235882949,0.8110311750599521,0.29494658189683426,0.759749623123812,1.3162230945089075,0.38821550273907607,0.2240855544377764,0.6581115472544536,1.576,25.196,0.06798084803519822,1.1973654060431278,0.28530319961546396,nT
3,9,28.589,13.976,2.1588939436297556,2.5,1.1844116006692693,15.841,45.707,38.141,0.18214511537645936,0.48157487868207655,0.39482844217445595,1.602772751991617,0.15731103012506228,0.36642982617131176,0.8822675336153022,0.196906381954624,0.6254840615223051,1.5987617615166674,0.31480639406764843,0.12316180352464054,0.7993808807583337,2.033,25.22,0.0711112665710588,1.2716090970748462,0.3007087186568969,nT
2,4,5.103,3.284,1.7037625861155272,3.0,1.760808709175739,5.65,8.828,14.635,0.27654475683295476,0.5933866532783558,0.5179486852136191,1.399370770330702,0.20498804236419543,0.22439357704133925,0.5812389380530972,0.45310376076121434,0.5780471227911191,1.7299627669998041,0.7838526357044876,0.2619153252338555,0.864981383499902,0.563,17.086,0.11032725847540661,0.32544053013140006,0.18948604562389373,nT
